timestamp,vehicle_id,dtc_code,description,severity
2025-10-01 08:53:55,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:54:09,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:54:22,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:54:31,VEH003,P0171,System Too Lean,Medium
2025-10-01 08:54:47,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:54:53,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:55:09,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:55:10,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:55:14,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:55:56,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:56:11,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:56:20,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:56:39,VEH004,P0171,System Too Lean,Medium
2025-10-01 08:56:50,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:56:57,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:57:15,VEH004,P0171,System Too Lean,Medium
2025-10-01 08:57:18,VEH004,P0171,System Too Lean,Medium
2025-10-01 08:57:19,VEH001,P0171,System Too Lean,Medium
2025-10-01 08:57:38,VEH002,P0171,System Too Lean,Medium
2025-10-01 08:57:48,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 08:58:02,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 08:58:26,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 08:58:32,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:58:39,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:58:46,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:59:07,VEH003,P0171,System Too Lean,Medium
2025-10-01 08:59:36,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:59:43,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 08:59:59,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:00:15,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:00:18,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:00:24,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:00:29,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:00:41,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:00:48,VEH001,P0171,System Too Lean,Medium
2025-10-01 09:00:50,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:00:53,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:00:57,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:01:01,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:01:02,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:01:11,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:01:31,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:01:43,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:01:47,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:01:49,VEH001,P0171,System Too Lean,Medium
2025-10-01 09:01:52,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:01:58,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:02:02,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:02:05,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:02:14,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:02:26,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:02:31,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:02:33,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:02:39,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:02:50,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:03:06,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:03:14,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:03:18,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:03:31,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:03:35,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:03:54,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:04:05,VEH003,P0171,System Too Lean,Medium
2025-10-01 09:04:07,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:04:11,VEH004,P0171,System Too Lean,Medium
2025-10-01 09:04:15,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:04:16,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:04:21,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:04:22,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:04:30,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:04:39,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:04:40,VEH004,P0171,System Too Lean,Medium
2025-10-01 09:04:46,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:04:59,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:05:05,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:05:09,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:05:15,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:05:16,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:05:29,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:05:40,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:05:45,VEH003,P0171,System Too Lean,Medium
2025-10-01 09:05:47,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:06:49,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:06:52,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:06:55,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:07:46,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:07:48,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:07:53,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:08:07,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:08:28,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:08:35,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:08:42,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:08:51,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:09:05,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:09:08,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:09:10,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:09:13,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:09:31,VEH003,P0171,System Too Lean,Medium
2025-10-01 09:09:32,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:09:46,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:09:55,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:09:57,VEH003,P0171,System Too Lean,Medium
2025-10-01 09:10:17,VEH001,P0171,System Too Lean,Medium
2025-10-01 09:10:27,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:10:29,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:10:34,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:10:40,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:10:43,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:10:45,VEH001,P0171,System Too Lean,Medium
2025-10-01 09:11:02,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:11:09,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:11:18,VEH003,P0171,System Too Lean,Medium
2025-10-01 09:11:25,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:11:29,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:11:45,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:11:56,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:12:00,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:12:06,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:12:43,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:12:49,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:13:23,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:13:47,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:13:48,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:13:53,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:13:56,VEH004,P0171,System Too Lean,Medium
2025-10-01 09:14:02,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:14:15,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:14:25,VEH003,P0171,System Too Lean,Medium
2025-10-01 09:14:51,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:14:55,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:15:07,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:15:13,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:15:23,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:15:36,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:15:42,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:15:51,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:16:09,VEH003,P0171,System Too Lean,Medium
2025-10-01 09:16:30,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:16:36,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:16:39,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:16:49,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:17:13,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:17:17,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:17:20,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:17:55,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:18:30,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:18:33,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:18:40,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:18:53,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:18:58,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:19:14,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:19:17,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:19:18,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:19:19,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:19:21,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:19:27,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:19:32,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:19:49,VEH001,P0171,System Too Lean,Medium
2025-10-01 09:20:27,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:20:34,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:20:38,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:21:11,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:21:15,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:21:19,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:21:33,VEH004,P0171,System Too Lean,Medium
2025-10-01 09:21:54,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:22:07,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:22:24,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:22:25,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:22:30,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:22:47,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:22:57,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:23:07,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:23:42,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:23:47,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:23:54,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:24:16,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:24:35,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:24:39,VEH001,P0171,System Too Lean,Medium
2025-10-01 09:25:10,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:25:16,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:25:23,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:25:34,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:25:43,VEH003,P0171,System Too Lean,Medium
2025-10-01 09:25:44,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:26:13,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:26:30,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:26:42,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:26:44,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:26:46,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:27:08,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:27:10,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:27:18,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:27:33,VEH001,P0171,System Too Lean,Medium
2025-10-01 09:27:40,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:27:59,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:28:17,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:28:21,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:28:28,VEH003,P0171,System Too Lean,Medium
2025-10-01 09:28:36,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:28:39,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:28:55,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:29:06,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:29:19,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:29:37,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:29:46,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:30:19,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:30:30,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:30:41,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:30:53,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:31:14,VEH003,P0171,System Too Lean,Medium
2025-10-01 09:31:25,VEH004,P0171,System Too Lean,Medium
2025-10-01 09:31:40,VEH004,P0171,System Too Lean,Medium
2025-10-01 09:31:45,VEH004,P0171,System Too Lean,Medium
2025-10-01 09:31:50,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:31:52,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:31:58,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:32:09,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:32:15,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:32:23,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:32:25,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:32:27,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:32:28,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:32:31,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:32:46,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:32:50,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:33:06,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:33:27,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:33:31,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:34:08,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:34:17,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:34:23,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:34:26,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:35:17,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:35:41,VEH001,P0171,System Too Lean,Medium
2025-10-01 09:35:48,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:35:52,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:35:53,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:36:03,VEH001,P0171,System Too Lean,Medium
2025-10-01 09:36:15,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:36:16,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:36:38,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:36:43,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:36:44,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:36:52,VEH003,P0171,System Too Lean,Medium
2025-10-01 09:36:54,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:37:08,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:37:20,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:37:22,VEH004,P0171,System Too Lean,Medium
2025-10-01 09:37:46,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:38:24,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:38:34,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:38:35,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:38:37,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:38:50,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:40:12,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:40:18,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:40:21,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:40:23,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:40:29,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:40:33,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:40:45,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:40:46,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:40:48,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:41:09,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:41:23,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:41:32,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:41:39,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:42:03,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:42:29,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:42:47,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:43:00,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:43:05,VEH001,P0171,System Too Lean,Medium
2025-10-01 09:43:30,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:43:47,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:44:02,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:44:27,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:44:32,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:44:38,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:45:01,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:45:07,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:45:11,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:45:17,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:45:40,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:45:53,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:46:03,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:46:08,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:46:27,VEH001,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:46:44,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:47:03,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:47:35,VEH001,P0171,System Too Lean,Medium
2025-10-01 09:47:50,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:48:00,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:48:23,VEH003,P0171,System Too Lean,Medium
2025-10-01 09:48:30,VEH001,P0171,System Too Lean,Medium
2025-10-01 09:48:33,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:48:50,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:49:06,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:49:10,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:49:17,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:49:28,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:49:36,VEH002,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:49:40,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:50:04,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:50:29,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:50:35,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:50:38,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:50:43,VEH003,P0171,System Too Lean,Medium
2025-10-01 09:51:04,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:51:20,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:51:22,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:51:23,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:51:25,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:51:26,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:51:38,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:51:52,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:52:04,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:52:06,VEH003,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:52:11,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:52:20,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:52:42,VEH001,P0171,System Too Lean,Medium
2025-10-01 09:52:54,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:53:07,VEH002,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:53:08,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:53:09,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:53:49,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:53:56,VEH003,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:54:05,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:54:11,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:54:23,VEH001,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:54:31,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:54:37,VEH002,P0171,System Too Lean,Medium
2025-10-01 09:54:52,VEH002,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:55:03,VEH004,P0171,System Too Lean,Medium
2025-10-01 09:55:12,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:55:21,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:55:38,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:55:47,VEH003,P0171,System Too Lean,Medium
2025-10-01 09:55:49,VEH002,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:55:50,VEH004,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:56:09,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:56:11,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:56:13,VEH001,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:56:17,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:56:31,VEH003,P0420,Catalyst System Efficiency Below Threshold,Low
2025-10-01 09:56:37,VEH004,P0135,O2 Sensor Heater Circuit,Medium
2025-10-01 09:56:42,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:56:51,VEH004,P0171,System Too Lean,Medium
2025-10-01 09:56:58,VEH001,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:57:01,VEH004,P0128,Coolant Thermostat Malfunction,Low
2025-10-01 09:57:05,VEH003,P0171,System Too Lean,Medium
2025-10-01 09:57:20,VEH003,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:57:26,VEH004,P0301,Cylinder 1 Misfire Detected,High
2025-10-01 09:57:44,VEH002,P0135,O2 Sensor Heater Circuit,Medium
